query_id,class,representative_id,representative_index,alignment_score,alignment_length,identities,identity_percent
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2S4KEL8|unreviewed|nitrate,365,5291.0,1464,918,62.704918032786885
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1V3SD70|unreviewed|nitrate,366,5295.0,1468,914,62.26158038147139
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AA95SUK9|unreviewed|nitrate,367,5222.0,1457,902,61.90803019903912
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A6M6IF38|unreviewed|nitrate,368,5302.0,1465,918,62.66211604095563
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2S0N001|unreviewed|nitrate,369,5244.0,1468,909,61.920980926430516
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A3G8GQ00|unreviewed|nitrate,370,5229.0,1456,900,61.81318681318682
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A5B8N588|unreviewed|nitrate,371,5154.0,1473,885,60.08146639511202
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,V8QWF0|unreviewed|nitrate,372,5215.0,1456,894,61.401098901098905
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A0F0FK43|unreviewed|nitrate,373,5161.0,1465,891,60.81911262798635
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2I8DL95|unreviewed|nitrate,374,5220.0,1461,898,61.46475017111568
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A375GIZ6|unreviewed|nitrate,375,5165.0,1465,889,60.68259385665529
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A3D5YSM7|unreviewed|nitrate,376,4881.0,1494,823,55.08701472556894
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1G3Y9N9|unreviewed|nitrate,377,5216.0,1449,903,62.31884057971014
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A4P6TLR1|unreviewed|nitrate,378,5111.0,1450,881,60.758620689655174
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A6N4TAG4|unreviewed|nitrate,379,5088.0,1460,871,59.65753424657534
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1Q3YG35|unreviewed|nitrate,380,5288.0,1463,916,62.61107313738893
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,D8P6C0|unreviewed|nitrate,381,5162.0,1463,893,61.038961038961034
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1N7R555|unreviewed|nitrate,382,5182.0,1461,886,60.643394934976044
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A255HPN6|unreviewed|nitrate,383,5191.0,1459,904,61.96024674434544
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A3G2E7H9|unreviewed|nitrate,384,5191.0,1441,896,62.179042331714086
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A125BCM9|unreviewed|nitrate,385,5223.0,1445,903,62.491349480968864
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A8I1QS42|unreviewed|nitrate,386,5326.0,1455,925,63.57388316151202
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A6A7MUC0|unreviewed|nitrate,387,5199.0,1451,897,61.81943487250172
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AAU0LG58|unreviewed|nitrate,388,5283.0,1480,913,61.689189189189186
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AAU0S3A9|unreviewed|nitrate,389,5120.0,1462,880,60.191518467852255
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AB39ESX5|unreviewed|nitrate,390,5266.0,1451,905,62.370778773259815
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1N6XQ75|unreviewed|nitrate,391,4783.0,1523,809,53.1188443860801
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A0K6GV41|unreviewed|nitrate,392,5170.0,1450,897,61.86206896551724
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A4P7RFR1|unreviewed|nitrate,393,5210.0,1477,901,61.002031144211244
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1I9XY18|unreviewed|nitrate,394,5178.0,1445,893,61.79930795847751
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A158KR99|unreviewed|nitrate,395,5187.0,1493,896,60.01339584728734
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AA40VXC2|unreviewed|nitrate,396,5186.0,1461,887,60.71184120465435
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,D8IQK6|unreviewed|nitrate,397,5119.0,1463,878,60.01367053998633
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A446C3J0|unreviewed|nitrate,398,5190.0,1468,894,60.89918256130791
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A069PNT3|unreviewed|nitrate,399,5159.0,1465,886,60.4778156996587
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,Q46R84|unreviewed|nitrate,400,5149.0,1466,884,60.30013642564802
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A6N0BLY1|unreviewed|nitrate,401,5263.0,1462,913,62.44870041039672
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2N7WEI1|unreviewed|nitrate,402,5331.0,1461,937,64.13415468856948
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A378XGK6|unreviewed|nitrate,403,5046.0,1466,855,58.32196452933152
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A4Y6RAR3|unreviewed|nitrate,404,5178.0,1444,893,61.8421052631579
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AAX3SP19|unreviewed|nitrate,405,5278.0,1483,912,61.4969656102495
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AAW7SMY4|unreviewed|nitrate,406,5337.0,1456,926,63.598901098901095
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1I7HZ32|unreviewed|nitrate,407,5317.0,1459,922,63.19396847155586
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A377QYQ2|unreviewed|nitrate,408,4883.0,1487,822,55.27908540685945
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2R5F9P3|unreviewed|Nitrate,409,4250.0,1510,719,47.6158940397351
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A261VHR6|unreviewed|nitrate,410,5209.0,1463,904,61.79084073820916
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1D2S254|unreviewed|nitrate,411,5263.0,1465,911,62.184300341296925
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A431LRS3|unreviewed|nitrate,412,5372.0,1448,937,64.70994475138122
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2T6JIK7|unreviewed|nitrate,413,5308.0,1457,923,63.34934797529169
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A6S7F103|unreviewed|nitrate,414,5205.0,1462,890,60.87551299589603
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A227KRB4|unreviewed|nitrate,415,4432.0,1583,728,45.988629185091604
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2S5SRH7|unreviewed|nitrate,416,5327.0,1448,923,63.74309392265194
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AA45MRX0|unreviewed|nitrate,417,5185.0,1452,895,61.63911845730028
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A261UT83|unreviewed|nitrate,418,5269.0,1483,910,61.362103843560355
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AAW4I1M3|unreviewed|nitrate,419,5310.0,1462,925,63.26949384404925
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1U9JIX0|unreviewed|nitrate,420,5130.0,1458,889,60.97393689986282
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A0D7KCI9|unreviewed|nitrate,421,5295.0,1462,922,63.064295485636116
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A208Y1M9|unreviewed|nitrate,422,5236.0,1456,903,62.019230769230774
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A0Q8SB56|unreviewed|nitrate,423,5329.0,1458,926,63.5116598079561
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,C0DWP0|unreviewed|nitrate,424,4898.0,1484,824,55.525606469002696
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A0N0J6T4|unreviewed|nitrate,425,5282.0,1464,913,62.36338797814208
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A369ALB1|unreviewed|nitrate,426,5285.0,1467,920,62.71301976823449
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A7X4HGR3|unreviewed|nitrate,427,5210.0,1442,897,62.20527045769764
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,F7T8H7|unreviewed|nitrate,428,5209.0,1461,891,60.98562628336756
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2I6S6W5|unreviewed|nitrate,429,5364.0,1441,939,65.16308119361554
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A142JUW5|unreviewed|nitrate,430,5168.0,1467,889,60.59986366734833
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1B3PNT7|unreviewed|nitrate,431,5311.0,1460,923,63.21917808219178
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2N2RUN3|unreviewed|nitrate,432,4753.0,1536,810,52.734375
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A4S1ECV9|unreviewed|nitrate,433,5061.0,1478,859,58.1190798376184
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A454TLZ2|unreviewed|nitrate,434,5178.0,1464,893,60.997267759562845
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,B9Z2F1|unreviewed|nitrate,435,5229.0,1458,895,61.38545953360768
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,Q0B3L5|unreviewed|nitrate,436,5330.0,1476,922,62.46612466124661
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1A9NPB5|unreviewed|nitrate,437,4767.0,1527,812,53.17616240995415
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A554WWU9|unreviewed|Molybdopterin,438,2988.0,1386,516,37.22943722943723
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A916EQQ0|unreviewed|nitrate,439,5286.0,1462,916,62.653898768809846
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AA37I707|unreviewed|nitrate,440,5133.0,1456,888,60.98901098901099
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AAW9CUK2|unreviewed|nitrate,441,5160.0,1463,894,61.107313738892685
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AAJ1HX77|unreviewed|nitrate,442,5259.0,1463,909,62.1326042378674
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A562ZWI3|unreviewed|nitrate,443,5239.0,1466,904,61.66439290586631
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A238DRT9|unreviewed|nitrate,444,3974.0,1608,638,39.67661691542288
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1F4MNE7|unreviewed|nitrate,445,5268.0,1464,912,62.295081967213115
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A495FGE8|unreviewed|nitrate,446,5302.0,1463,923,63.08954203691046
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AAN1JCZ1|unreviewed|nitrate,447,5283.0,1475,912,61.83050847457628
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A916J878|unreviewed|nitrate,448,3948.0,1617,644,39.82683982683983
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A9X4LIN4|unreviewed|nitrate,449,5343.0,1450,933,64.3448275862069
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,E7RYL7|unreviewed|nitrate,450,5034.0,1485,852,57.37373737373738
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A1TJX6|unreviewed|nitrate,451,5298.0,1476,924,62.601626016260155
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2M9U653|unreviewed|nitrate,452,5214.0,1459,895,61.34338588074023
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A0P7KAA2|unreviewed|nitrate,453,5051.0,1457,864,59.29993136582018
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A9D7E118|unreviewed|nitrate,454,5309.0,1450,918,63.310344827586206
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A9E0PGP2|unreviewed|nitrate,455,5253.0,1466,909,62.005457025920876
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,Q21UP9|unreviewed|nitrate,456,5243.0,1476,912,61.78861788617886
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A375HKU3|unreviewed|nitrate,457,5162.0,1465,890,60.75085324232082
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A935JG78|unreviewed|nitrate,458,5245.0,1469,910,61.94690265486725
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A378YEF7|unreviewed|nitrate,459,5235.0,1466,896,61.11869031377899
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1G1AQ71|unreviewed|nitrate,460,4755.0,1535,811,52.833876221498365
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AB38DRK1|unreviewed|nitrate,461,5029.0,1460,858,58.76712328767123
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,C5T4J3|unreviewed|nitrate,462,5300.0,1460,921,63.082191780821915
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A0E1W9H5|unreviewed|nitrate,463,5163.0,1461,895,61.25941136208076
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A6L6YJQ3|unreviewed|4Fe-4S,464,4110.0,1555,678,43.60128617363344
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A924C4E1|unreviewed|4Fe-4S,465,4628.0,1433,797,55.61758548499651
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,Q63SL1|unreviewed|nitrate,466,5164.0,1460,895,61.3013698630137
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A228Q375|unreviewed|nitrate,467,5335.0,1448,923,63.74309392265194
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A108EVR4|unreviewed|nitrate,468,5305.0,1462,919,62.85909712722299
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A522IA78|unreviewed|Nitrate,469,4228.0,1433,730,50.94207955338451
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AAW4XX40|unreviewed|nitrate,470,5358.0,1451,933,64.30048242591316
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A127JXR3|unreviewed|4Fe-4S,471,5240.0,1489,908,60.980523841504365
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A9X1UM87|unreviewed|nitrate,472,5256.0,1479,909,61.4604462474645
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1H3YBQ3|unreviewed|nitrate,473,5310.0,1458,924,63.37448559670782
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A0Q8WNN0|unreviewed|nitrate,474,5181.0,1466,886,60.436562073669855
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AAD0U9U5|unreviewed|nitrate,475,5122.0,1468,885,60.286103542234336
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A4R8LGH9|unreviewed|nitrate,476,5296.0,1468,919,62.60217983651226
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1F4I257|unreviewed|nitrate,477,5268.0,1463,909,62.1326042378674
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2K4ML23|unreviewed|Nitrate,478,4067.0,1424,712,50.0
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,Q0JYX7|unreviewed|nitrate,479,5170.0,1464,891,60.86065573770492
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A6S7D863|unreviewed|nitrate,480,5208.0,1460,893,61.16438356164383
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2D0IFP5|unreviewed|nitrate,481,5274.0,1464,912,62.295081967213115
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A9D9WF71|unreviewed|nitrate,482,5073.0,1461,870,59.54825462012321
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A318JJG3|unreviewed|nitrate,483,5109.0,1455,883,60.687285223367695
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A4T0UK47|unreviewed|nitrate,484,5158.0,1462,887,60.6703146374829
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1A9S122|unreviewed|nitrate,485,4854.0,1479,814,55.03718728870859
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A370NP79|unreviewed|nitrate,486,5146.0,1470,880,59.863945578231295
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2R4CC12|unreviewed|nitrate,487,5156.0,1447,891,61.575673807878374
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AAP5QG90|unreviewed|nitrate,488,5274.0,1455,912,62.68041237113402
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2W7PCE4|unreviewed|nitrate,489,5173.0,1468,889,60.55858310626703
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AAU8SQF1|unreviewed|nitrate,490,5149.0,1463,891,60.902255639097746
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AAX2RB94|unreviewed|nitrate,491,5318.0,1458,920,63.10013717421125
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1F4ML40|unreviewed|nitrate,492,5241.0,1464,906,61.885245901639344
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0AAE9I5C2|unreviewed|nitrate,493,5177.0,1466,897,61.186903137789905
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A085FTZ6|unreviewed|nitrate,494,5147.0,1490,892,59.86577181208054
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,D5X5C9|unreviewed|nitrate,495,5135.0,1486,886,59.623149394347244
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A2G6SG84|unreviewed|nitrate,496,5293.0,1459,920,63.056888279643594
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A242MCF0|unreviewed|nitrate,497,5087.0,1481,877,59.21674544226874
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A7I8ED68|unreviewed|nitrate,498,5071.0,1463,873,59.6719070403281
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A1W0CH54|unreviewed|nitrate,499,5162.0,1449,889,61.35265700483091
Soil3.scaffold_285743490_c1_2,Betaproteobacteria,A0A258NVV7|unreviewed|nitrate,500,5286.0,1461,915,62.62833675564682
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A1X0WGQ6|unreviewed|nitrate,1,5057.0,1468,862,58.719346049046315
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A2I0EKI1|unreviewed|nitrate,2,4978.0,1493,845,56.5974547890154
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A7V8TR14|unreviewed|nitrate,3,5256.0,1458,911,62.482853223593956
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A831RH42|unreviewed|Nitrate,4,3826.0,1409,660,46.841731724627394
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A1H8PFU4|unreviewed|nitrate,5,5128.0,1481,888,59.9594868332208
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A0H5AH85|unreviewed|nitrate,6,5127.0,1478,888,60.081190798376184
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A7Y7YU04|unreviewed|nitrate,7,5201.0,1457,889,61.015785861358964
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A3P1SV80|unreviewed|nitrate,8,5213.0,1452,892,61.43250688705234
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0AA97BML1|unreviewed|nitrate,9,5156.0,1453,874,60.15141087405368
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A4R3VQS0|unreviewed|nitrate,10,5191.0,1459,888,60.863605209047286
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0AAU9CSU4|unreviewed|nitrate,11,5149.0,1457,893,61.29032258064516
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A0F4XTZ4|unreviewed|nitrate,12,5110.0,1485,884,59.52861952861953
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A5H8NRQ9|unreviewed|nitrate,13,5184.0,1439,882,61.29256428075052
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A2N1CWK7|unreviewed|nitrate,14,5146.0,1462,877,59.98632010943913
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A9E3MFF1|unreviewed|nitrate,15,5277.0,1453,916,63.041982105987614
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A1V2JAJ7|unreviewed|nitrate,16,5136.0,1483,889,59.94605529332434
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A741MWR2|unreviewed|nitrate,17,5177.0,1440,881,61.18055555555556
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A522WTI1|unreviewed|nitrate,18,5318.0,1448,927,64.01933701657458
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A447V1U2|unreviewed|nitrate,19,5196.0,1456,888,60.98901098901099
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A2N7XR62|unreviewed|nitrate,20,5112.0,1482,881,59.446693657219974
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0AAD0LR92|unreviewed|nitrate,21,5177.0,1450,890,61.37931034482759
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,R8WU29|unreviewed|nitrate,22,5159.0,1445,877,60.692041522491344
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A431WRZ8|unreviewed|nitrate,23,5109.0,1473,873,59.26680244399185
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A737GXB6|unreviewed|nitrate,24,5180.0,1439,880,61.153578874218205
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,U7NSZ6|unreviewed|nitrate,25,5273.0,1451,906,62.43969676085458
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0AAP9A1F9|unreviewed|nitrate,26,5128.0,1479,887,59.972954699121026
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A560SC28|unreviewed|nitrate,27,5130.0,1479,888,60.04056795131846
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0AAQ1JK24|unreviewed|nitrate,28,5122.0,1480,883,59.66216216216216
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A482UGA7|unreviewed|nitrate,29,5152.0,1461,877,60.02737850787132
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A2Z3I8H3|unreviewed|nitrate,30,5150.0,1450,883,60.89655172413793
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A962KI91|unreviewed|nitrate,31,5205.0,1459,898,61.549006168608635
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A0T9RF64|unreviewed|nitrate,32,5175.0,1448,885,61.11878453038674
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,U7NJN2|unreviewed|nitrate,33,5195.0,1458,890,61.04252400548697
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0AAX1FZ76|unreviewed|nitrate,34,5057.0,1481,862,58.20391627278866
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,W7P460|unreviewed|nitrate,35,5127.0,1443,866,60.01386001386001
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A5W0NP63|unreviewed|nitrate,36,5175.0,1440,881,61.18055555555556
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A7Z0RWX8|unreviewed|nitrate,37,5262.0,1459,907,62.16586703221384
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A0H3MH56|unreviewed|nitrate,38,5171.0,1444,882,61.08033240997231
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0AA86YDC5|unreviewed|nitrate,39,5120.0,1476,875,59.28184281842819
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A5C7TQW3|unreviewed|4Fe-4S,40,4300.0,1425,735,51.578947368421055
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0AAE5XHK1|unreviewed|nitrate,41,5182.0,1455,881,60.549828178694156
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A1Z5H8F4|unreviewed|nitrate,42,4833.0,1520,822,54.07894736842105
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0AAX1C271|unreviewed|nitrate,43,5169.0,1460,884,60.54794520547945
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A0Q8D8X4|unreviewed|nitrate,44,5116.0,1482,882,59.51417004048582
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A5X2UM92|unreviewed|nitrate,45,5172.0,1442,880,61.026352288488205
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,J2ICC8|unreviewed|nitrate,46,5172.0,1455,884,60.756013745704465
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A4U6MN75|unreviewed|nitrate,47,5194.0,1444,889,61.56509695290858
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A6I7D0T9|unreviewed|nitrate,48,5115.0,1460,873,59.794520547945204
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,M7DFF2|unreviewed|nitrate,49,5261.0,1438,907,63.07371349095967
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0AA42P192|unreviewed|nitrate,50,5153.0,1463,878,60.01367053998633
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A1V3H5P9|unreviewed|nitrate,51,5142.0,1477,875,59.241706161137444
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A917Z7F6|unreviewed|nitrate,52,5207.0,1454,887,61.00412654745529
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A0H3HGR5|unreviewed|nitrate,53,5176.0,1444,884,61.21883656509696
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A1G8KQ03|unreviewed|nitrate,54,5108.0,1472,875,59.44293478260869
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A3N1P394|unreviewed|nitrate,55,5179.0,1462,888,60.73871409028728
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A8E6JJI4|unreviewed|nitrate,56,5184.0,1439,882,61.29256428075052
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,G9Y5L4|unreviewed|nitrate,57,5177.0,1476,885,59.959349593495936
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A8K0XWL6|unreviewed|nitrate,58,5180.0,1461,891,60.98562628336756
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A8B6IKP8|unreviewed|nitrate,59,5200.0,1445,894,61.86851211072665
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A658NSP3|unreviewed|nitrate,60,5198.0,1440,886,61.52777777777778
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A1I3DLV6|unreviewed|nitrate,61,5267.0,1452,909,62.603305785123965
Soil3.scaffold_285743490_c1_2,Gammaproteobacteria,A0A5H8FEJ5|unreviewed|nitrate,62,5216.0,1443,894,61.95426195426196
